human_doc_type,topic_cluster,topic_size,topic_keywords,topic_prob,doc_id,sha256,rel_path,docform_cluster,clean_len,preview,topic_label_human,topic_keep,topic_notes
email_power_business_short,0,55,"richard, richard kahn, kahn, associates, inc 575, hbrk, hbrk associates, associates inc, kahn hbrk, york ny, ny 10022, inc, floor new, floor, lexington avenue",1.0,eccdfc3cbd02b64bba051cb5,eccdfc3cbd02b64bba051cb5c38336c0db977a242fdb602c750fc178bf316e42,TEXT-20251116T222102Z-1-001/TEXT/002/HOUSE_OVERSIGHT_033202.txt,c0001,227,"From: Richard Kahn______________________________ \r
Sent: 12/6/2016 10:57:20 PM \r
To: Jeffrey Epstein [jeevacation@gmail.com] \r
Subject: SoftBank Pledges to Invest $50 Billion in U.S. After Meeting With Trump - WSJ \r
Importance: High \r
http://www.wsj.com/articles/donald-trump-says-softbank-pledges-to-invest-50-billion-in-u-s-1481053732 \r
Richard Kahn \r
HBRK Associates Inc. \r
575 Lexington A",,,
email_power_business_short,0,55,"richard, richard kahn, kahn, associates, inc 575, hbrk, hbrk associates, associates inc, kahn hbrk, york ny, ny 10022, inc, floor new, floor, lexington avenue",1.0,7041e101fc5345fd0a4d9f91,7041e101fc5345fd0a4d9f917ca19d2e7457b40a738a769b74b4459fc3188838,TEXT-20251116T222102Z-1-001/TEXT/002/HOUSE_OVERSIGHT_033368.txt,c0001,243,"From: Richard Kahn \r
Sent: 6/7/2019 4:21:40 PM \r
To: Jeffrey Epstein [jeevacation@gmail.com] \r
Subject: Koch network floats backing Democrats in revamp of influence operation \r
Importance: High \r
they must hate trump.. \r
https://www.politico.com/story/2019/06/07/koch-network-gives-bipartisanship-a-chance-1356571  \r
Richard Kahn \r
HBRK Associates Inc. \r
575 Lexington Avenue 4th Floor \r
Ne",,,
email_power_business_short,0,55,"richard, richard kahn, kahn, associates, inc 575, hbrk, hbrk associates, associates inc, kahn hbrk, york ny, ny 10022, inc, floor new, floor, lexington avenue",1.0,c5c8764e502f7113e20e985e,c5c8764e502f7113e20e985e3c4be8f8533b292306f6bf8adbae8afec5278f4b,TEXT-20251116T222102Z-1-001/TEXT/001/HOUSE_OVERSIGHT_026937.txt,c0001,309,"From: Richard Kahn [ \r
Sent: 2/8/2019 1:23:55 PM \r
To: Jeffrey Epstein [jeeyacation@gmail.com] \r
Subject: Tax expert tells Congress there is 'a lot to find' in Trump's returns \r
Importance: High \r
> • https://www.nbcnews.com/politics/congress/tax-expert-tells-congress-there-lot-find-trump-s-tax-n969121 \r
> • Richard Kahn \r
> HBRK Associates Inc. \r
> 575 Lexington Avenue, 4th Floor \r
> New",,,
email_power_business_short,0,55,"richard, richard kahn, kahn, associates, inc 575, hbrk, hbrk associates, associates inc, kahn hbrk, york ny, ny 10022, inc, floor new, floor, lexington avenue",0.9656125090072417,37dc5e1dbb77756ba4a52012,37dc5e1dbb77756ba4a5201270e668e2fdedc6f39096231269c4b2381045c7aa,TEXT-20251116T222102Z-1-001/TEXT/002/HOUSE_OVERSIGHT_033313.txt,c0001,312,"From: Richard Kahn \r
Sent: 6/22/2018 1:12:21 PM \r
To: Jeffrey Epstein [jeeyacation@gmail.com] \r
Importance: High \r
see video at the bottom of the page as someone at rally printed a picture of you and trump together \r
https://www.washingtonexaminer.com/news/watch-trump-kicks-out-protesters-from-rally \r
Richard Kahn \r
HBRK Associates Inc. \r
575 Lexington Avenue, 4th Floor \r
New York, NY 100",,,
email_power_business_short,0,55,"richard, richard kahn, kahn, associates, inc 575, hbrk, hbrk associates, associates inc, kahn hbrk, york ny, ny 10022, inc, floor new, floor, lexington avenue",0.9132860959223732,a67f5e05ddd24d73dd51bbf1,a67f5e05ddd24d73dd51bbf17e1650ac051c5b35fc39fd287cf239e13ca2b46d,TEXT-20251116T222102Z-1-001/TEXT/002/HOUSE_OVERSIGHT_032338.txt,c0001,444,"From: \r
Sent: \r
To: \r
Subject: \r
Richard Kahn_____________________________ \r
11/9/2016 3:44:39 AM \r
Jeffrey Epstein [jeeyacation@gmail.com] \r
Trump \r
Importance: High \r
Shocked but you seem to be right on don't count him out. Trump victory looking good and these pollsters \r
like fools... \r
Markets getting hit. Dow futures -700 \r
Richard Kahn \r
HBRK Associates Inc. \r
575 Lexington Ave",,,
email_power_business_short,0,55,"richard, richard kahn, kahn, associates, inc 575, hbrk, hbrk associates, associates inc, kahn hbrk, york ny, ny 10022, inc, floor new, floor, lexington avenue",0.8792606311166429,ba03a6b31d98f0e4dab6ac9d,ba03a6b31d98f0e4dab6ac9d98f12cdc5700bdd3173e30a95f57de80ad54b907,TEXT-20251116T222102Z-1-001/TEXT/002/HOUSE_OVERSIGHT_033371.txt,c0001,381,"From: Richard Kahn \r
Sent: 4/26/2018 7:34:48 PM \r
To: jeffrey E. [jeeyacation@gmail.com] \r
Importance: High \r
direction of trump? criminal tax fraud?? \r
https://therealdeal.com/2018/04/26/shvo-settles-tax-evasion-case/?utm_source=The+Real+Deal+E-\r
Lerts&utm_campaign=9f5d9ae9f9-EMAIL_CAMPAIGN_2017_06_06&utm_medium=email&utm_term=0_6e806bb87a-\r
9f5d9ae9f9-385784701 \r
Richard Kahn \r
HBRK Ass",,,
email_power_business_short,0,55,"richard, richard kahn, kahn, associates, inc 575, hbrk, hbrk associates, associates inc, kahn hbrk, york ny, ny 10022, inc, floor new, floor, lexington avenue",0.8193449344595455,f5e60e8de53d427abbb65958,f5e60e8de53d427abbb659589c930ccfe7d606b5b341e10a82d9b42efda4233f,TEXT-20251116T222102Z-1-001/TEXT/002/HOUSE_OVERSIGHT_033168.txt,c0001,349,"From: \r
Sent: \r
To: \r
Richard Kahn \r
9/26/2016 3:18:41 PM \r
jeffrey E. [jeeyacation@gmail.com] \r
Importance: High \r
trump is on the move.. \r
http://projects.fivethirtyeight.com/2016-election-forecast/ \r
please get your rest today as debate begins 3am for you.. \r
Richard Kahn \r
HBRK Associates Inc. \r
575 Lexington Avenue 4th Floor \r
New York, NY 10022 \r
HOUSE OVERSIGHT 033168 \r
",,,
email_power_business_short,0,55,"richard, richard kahn, kahn, associates, inc 575, hbrk, hbrk associates, associates inc, kahn hbrk, york ny, ny 10022, inc, floor new, floor, lexington avenue",0.7044849908941638,8cc65ce441221d40cfc7dc71,8cc65ce441221d40cfc7dc717ebac2bad96e28a5dfa0cd7090201477969de308,TEXT-20251116T222102Z-1-001/TEXT/002/HOUSE_OVERSIGHT_033264.txt,c0001,220,"From: Richard Kahn \r
Sent: 1/3/2018 6:00:32 PM \r
To: jeffrey E. [jeeyacation@gmail.com] \r
Importance: High \r
http://nymag.com/daily/intelligencer/2018/01/michael-wolff-fire-and-fury-book-donald-trump.html \r
Richard Kahn \r
HBRK Associates Inc. \r
575 Lexington Avenue 4th Floor \r
New York, NY 10022 \r
HOUSE OVERSIGHT 033264 \r
",,,
email_power_business_short,0,55,"richard, richard kahn, kahn, associates, inc 575, hbrk, hbrk associates, associates inc, kahn hbrk, york ny, ny 10022, inc, floor new, floor, lexington avenue",0.5273321323065766,f3e4eaac2645259c0b9ab6f6,f3e4eaac2645259c0b9ab6f6c79878d2f42e81497664615d56acaf928f33306f,TEXT-20251116T222102Z-1-001/TEXT/001/HOUSE_OVERSIGHT_029979.txt,c0001,679,"From: Richard Kahn \r
Sent: 7/17/2012 8:05:30 PM \r
To: Jeffrey Epstein [jeeyacation@gmail.com] \r
CC: \r
Subject: Re: \r
Importance: High \r
i spoke with Janusz and he was agreeable and happy to stay on and continue working for you \r
his wife is still working for trump but that will be short term and she will then look for new work \r
if janusz still works for you he plans to live on the propert",,,
email_power_business_short,0,55,"richard, richard kahn, kahn, associates, inc 575, hbrk, hbrk associates, associates inc, kahn hbrk, york ny, ny 10022, inc, floor new, floor, lexington avenue",0.5020015579589023,2c9d39b43c5f13412e6197e6,2c9d39b43c5f13412e6197e6143246f9c93a2fb043d07576d7eb18170a91016d,TEXT-20251116T222102Z-1-001/TEXT/002/HOUSE_OVERSIGHT_033326.txt,c0001,422,"From: Richard Kahn \r
Sent: 10/24/2018 10:27:45 PM \r
To: Jeffrey Epstein [jeeyacation@gmail.com] \r
Subject: The New York Times: When Trump Phones Friends, the Chinese Listen and Learn \r
Importance: High \r
When Trump Phones Friends, the Chinese Listen and Learn \r
The New York Times \r
President Trump has been repeatedly told by aides that his cellphone calls are not secure from foreign spies. ",,,
